reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,reviewTime,overall
AOCBJFQ7UPEOJ,B0002CZTIO,brien patterson,I love the idea that you dont need a pocket in your strap or elsewhere to store your pick. Further it will not add something else to find/loose in my pants pocket.,Love the concept,1376870400,08 19 2013,Good
AH0XON4XDOF2C,B0002CZTIO,christopher Lamothe,its good but think its a bit expensive for just one they should give you two for that price or lower the price,ok pick holder,1390608000,01 25 2014,Bad
ALV33FTOC032I,B0002CZTIO,frank arcidiacona,Does not stay on to well moves to much even if you go for the pick lightly could be redeisigned.,OK,1365552000,04 10 2013,Average
A3USVJXZXK7XRI,B0002CZTIO,j flavors,After buying this product I have concluded that $8.00 is a lot of money for foam! Does the job but I think the velcro job would be preferable to this one.,lot of money for foam,1383091200,10 30 2013,Average
A2053ZJUGCKUA5,B0002CZTIO,LARRY,Excellent simple product. Fits all of my guitars and stays out the way while playing. Easily holds 2 picks at at time on each end. Has grooves on ends and one can slide it down so that at least 2 strings fit into the grooves.,Very Good Pick Holder,1362528000,03 6 2013,Best
A2D0F87RY5YMHN,B0002CZTIO,Levis Ouellet,Since I bought these little gadgets everybody playing guitar around want them.I use to misplace my picks all the time when playing and now I do not have to look around for them any longer as I know where to find them.  I like to use different gage picks therefore.  I have ordered more for Christmas stocking stuffers whicdh will be enjoyed by my friends.,A great gadget add on to my guitars.,1354492800,12 3 2012,Best
AZE83O4F1IJPR,B0002CZTIO,Matt,Its a lot smaller than the picture makes it look but thats a good thing. It serves it purpose and fits snugly between the strings on the headstock.,Handy.,1355443200,12 14 2012,Best
A10H2F00ZOT8S2,B0002CZTIO,Mike C,Im using this right now on my acoustic and it does its job in respect to holding your picks. It was smaller then I would have pictured but it still is a good product. It can hold light to heavy picks and its super easy to put it and take it off. Only problem I had was that it moves a lot when putting my pick back in. Besides that its highly recommendable to anyone. I will definitely pick up more for my other axes.,Decent pick holder,1362873600,03 10 2013,Good
A2VCXIAWCPQ13P,B0002CZTIO,Renbutsu,Not too much to say its made out of foam made to slip between the strings made to hold two picks.  I have several of these for acoustics and for electrics.  My son lost one before during a performance on stage so it is not that secure that it wont be dislodged still it does stay on majority of the time.  I do recommend this.  My sons guitar teacher calls this a fancy little pick holder and Ive had people ask where to buy one when they see it for the first time.  One must also be careful my son lost one of these so I know it is a possibility of it falling off.  He lost it after performing in a play on stage.Please click YES if my review have been helpful to you it will encourage me to continue writing and updating my reviews and leave a comment if you have any questions I will be more than happy to answer if I can be of help.,Its a wedgie,1346198400,08 29 2012,Good
AXP7888CP2222,B0002CZTIO,RTX,I use this to hold my picks on my acoustic guitar. Got tired of losing picks in mid jam digging through pockets scavenging for another pick. Now its right there.,It Works!,1330473600,02 29 2012,Good
AGDWVRFL81B4O,B0002CZTIO,tekHedd tekHedd,I have been using these for months now with 5-string bass. I think these are even more useful for bassists than guitar as I often find myself playing with fingers then suddenly a pick song starts and... wheres a pick? I usually have to offset it and with the tuner placement I can only fit one pick but I still find them indispensable. And no tape or other sticky stuff!There is also a model made specially for bass. [Updated] I now have the bass model on all of my basses. It is definitely better for thicker strings.The guitar model is now on my Gibson Explorer. I do love it but the spreading strings on the headstock makes it less secure than is perfect. So still highly recommended if your headstock has a straight through design not so much if you have a jackson or other radically angled headstock. (They should make a Metal Edition for that. :) ),Back to order more,1308960000,06 25 2011,Best
A1T4HGVX32QIYC,B0002CZTIO,Will Ramirez,This thing does just what it was supposed to i use it on my practice bass since i use any type of picks on that and it does just what it is supposed to,Good Product,1368748800,05 17 2013,Good
A1TSW5IJ1LU0RP,B0002CZTIO,wishbone73,I was thinking it may affect the ability to tune properly but it seems to have no affect at all. Super audiophile tone hounds might say it affects the resonance and sustain but just take it off when recording. Very handy to have two picks with you at all times. Its great not to have to make a trip back to the mike stand to get a pick or having to attach something with sticky tape to the guitars finish. Me likey!! Price cant be beat either!,Very cool,1371513600,06 18 2013,Best
ASJAKT8DJIAC5,B0002CZTIO,YetAnotherITGuy Chris,I bought one of these to try on my Asher Junior lap steel guitar to hold two finger picks and a thumb pick. Worked but it was difficult getting all three picks in one Wedgie so I ordered a second one. Between the two of them between the 2nd/3rd and 4th/5th strings up next to the nut works pretty good holding these types of picks (which admittedly the Wedgie was not actually designed for). Liked it so much I ordered two more for my acoustic and electric guitar and one for my bass (the bass version). Only down side I see is -- they DO seem loose like they could fall out AND I doubt the picks will stay in place when I case my guitar (havent tried it yet). But otherwise worth the price and a good doo-dad to have around. Especially if you have a lap steel and need a place to stick your finger picks on the guitar itself (real help to me staying organized!).,great for my lap steel guitar!,1339718400,06 15 2012,Good
AN1RO6C6I78YO,B0002CZUTM,B. T. Corneto BeeTeeCee,Ive played string instruments for the better part of 55 years... Starting with a cheap Tijuana Wood box as a 5 year old progressing to Martin 6 and 12 string Acoustic guitars and a few electric Fender and Gibson units.... All good in their own respect.I decided to treat myself to a Les Paul for my 58th birthday but not having the financial resources to buy a $3000.00 git I shopped and shopped... Finally settling on this Cherry Burst LP-100.It arrived in perfect condition the slightly smooshed outer packaging notwithstanding. It was even sorta in tune... but a quick dial-in with the electronic tuner brought that right.Simply put Nice guitar. After allowing the strings and neck to settle in together I spent a few hours a week later adjusting string height intonation and pick-up distances and now this LP *ROCKS* !!!If youre going to spend mid-range $$$ on a fine practice / performance guitar you cant go wrong with this one kids - Two Thumbs Up ![Suggestion: A Fender Mustang 1 or 2 amp makes this guitar sound even better...],A Very Good Selection,1339804800,06 16 2012,Best
A3K96R872MUM3D,B0002CZUTM,chris araza,exactly the same as describe here love the sound and easy to play. great price for excellent sound highly recommend to everyone.,love it!,1401753600,06 3 2014,Best
A2U1Z3TZ4P76JB,B0002CZUTM,C. Zemer,I bought this as a present for my daughter to learn guitar on. She absolutely loves it. Everyone that has played on it over the past few weeks loves it. You cant beat this for the price!!!,This guitar is beautiful!,1393977600,03 5 2014,Best
A20L3BCRCICRSQ,B0002CZUTM,Jake,This is a fine guitar but it isnt amazing.  My particular instrument has some issues with the finish in a couple of places around the perimeter of the guitar - they look like black splotches underneath the sunburst paint and clear-coat.  Theres one near the top strap post and another near the place where the pick-guard mounts to the underside of the body.  Neither would be apparent to someone who wasnt appraising the guitar but they are there and dont look normal to me.  Maybe I got the first one off the line after they switched from black-painted models?  My guitar also has a weird V shape on the back of the neck where the wood grain doesnt match at all - Im guessing that its a joint that has been glued together.  I know that the better Les Paul guitars have a one-piece neck and since I didnt read about this one having something different I assumed it would be the same.  Glue is stronger than wood and Les Paul guitars have a tendency to break in that area so I guess my guitar should be more durable than some. Still it was a disappointing and unexpected discovery.  Im not sure that seeing these finish issues before-hand wouldve dissuaded me from buying the same guitar but upon reflection it wouldve been much smarter to visit a music store and examine the guitar before buying.My remaining issues with the instrument have more to do with the general design of all Les Paul guitars versus my particular instrument.  The guitar is too small for me to comfortably play it without a strap even while sitting.  The top strap peg is angled up slightly where guitars with horns have them angled down which means that investing in the install of a straplock system of some kind is a good idea with a Les Paul - the pegs just dont stay in the strap holes as well as on some other guitars.  Its great that this guitar has all the knobs and switches that &#34;real&#34; Les Paul guitars do but from a practical standpoint it is rather cumbersome to have separate volume and tone knobs for each pickup.  The range of adjustment on the saddles is pretty small and I found it impossible to setup the guitar for coated .09 strings without additional hardware.The guitar sounds decent it looks pretty great (although not quite as pretty as the pictured one) and due to its shorter scale length it is a tad easier to play than some other guitars.  Note: the shorter scale length is characteristic of Les Paul guitars it doesnt indicate that this is less than a &#34;full-sized&#34; guitar.  Though this is a fine guitar for the price Im not sure that I would make the same choice if I were in the same position again.,My mistake for buying sight unseen.,1392854400,02 20 2014,Average
A3G5BIFX6VS1OP,B0002CZUTM,jeff h,I have been playing guitar for over 30 years. Ive owned and played a variety of guitars in my lifetime. My wife bought this guitar for me as a gift. I cannot begin to tell you how much I love this guitar. It is a solid well built guitar. The finish is beautiful. The pictures do it no justice. It sounds incredible. It has great tone and sustain wonderful harmonics. The clean tones are nice and warm. The neck is fast. No fret noise or hums. The pickups are really nice. Its very versatile and you can play just about anything with it. From blues to hard rock & metal. I would perform live with this guitar in a heartbeat. You cannot find a better guitar for this price. I would have expected it to cost much more. I am extremely impressed with this great guitar. You can bet when I add the next guitar to my collection it will be another epiphone. Well done Epiphone!!,Fantastic guitar,1388793600,01 4 2014,Best
A31RULW0KNYJ5H,B0002CZUTM,LA,I had been learning on a Squier for about six months and really wanted a better guitar. After doing research reading reviews and checking it out in a guitar store I chose this one.Its much easier to play than the Squier and it has a better sound. Like the Squier (but not as bad) it gets a little buzzy on the top strings. I suspect it might need to be adjusted but I dont have a clue as to how to go about it.Its also a good choice for women. Im a small woman and I really like that the neck is smaller. Its also fairly lightweight.Overall Im happy with my choice. A guitar tech told me its the best guitar out there under $500. Maybe. I expect to be happy with it for a few years before I upgrade again.,Good for When Youre Ready for Your Second Guitar,1358294400,01 16 2013,Good
AG5L0MYSPPWDC,B0002CZUTM,Mano,I bought it 3 years ago here at amazon and I couldnt be happier.  This was my first electric and after over a year of owning it I got a way more expensive Fender Strat and I still prefer how this Epiphone feels; it is really lightweight a lot more that even other Les Pauls and the distance between frets is smaller than the one in other guitars I have tried this makes it VERY easy to play it stays in tune and it looks really REALLY lovely.I like it so much that I decided to add a pair of Slashs Alnico IIs on it that cost more than the guitar itself this only made it sound incredibly awesome and improve the sustain good ol crunchy-bluessy rock.Call me cheap if you want and I wouldnt care this is one of those items that makes you wonder how come theres others way more overpriced and just dont find a way to justify that a real Gibson Les Paul will sound $800 - $1000 better.It wasnt until recently (after 3 years - I estimate somewhere around 1000 hours of heavy use) that it started fretting and thats why I gave it only 4 stars; but what would you expect from a $200 guitar...?  Im sure this can be easily fixed by any guitar tech and it will continue been the sweet-tone machine it has always been.  If youre learning looking for a first electric or just want a practice axe that will not dissapoint you just go ahead and buy it dont give it a 2nd thought and do it.,First electric guitar,1395273600,03 20 2014,Good
A1SG6JGU7ISEH3,B0002CZUTM,Nunya Bizness,I have been playing guitar since I was 6 years old (over 3 decades) and I must say this was a very pleasant surprise.  I havent had an electric in years and didnt have the budget to get a Gibson so picked up this Epi Les Paul 100 instead along with a Fender Mustang I Amp.  Great combination.  This guitar has a very sloid feel and came set-up perfectly right out of the box.  All it needed was tuning.  Unlike others I didnt feel that the strings I got needed to be changed right away but probably within the first two weeks you will want to change them.  Replaced mine with Ernie Ball Not Even Slinkys and couldnt be happier with the way this thing plays and sounds.  Great sustain beautiful harmonics the clean tones are warm can get nice blues tones out of it and superb thrash metal too.  Very versatile.  It does not quiet do country or jazz but it wasnt really meant to.The action is extremely easy fret board has a great feel to it good width on the neck not too slinder but not too thick.  It just feels good in your hands.The finish on this product is very nice.  One thing though the pick guard is kind of a tan / cream off white color not bright white as pictured but it still looks great.Also not mentioned in the description but this does come with a 12 foot cord but its not the best quality.  Would recommend picking up a new one when you order.Overall this is well worth the $500 that they list as the MSRP.  At less than half that its a steal.If you are considering this instrument dont hesitate.,Quality guitar at a great price.,1326931200,01 19 2012,Best
AVDW3OAVWWE05,B0002CZUTM,Skyeye,Well the Epiphone Les Paul came in earlier this morning!Am I impressed? U bet cha!This thing is simply beautiful! It arrived well padded in a double box. Initially I spent a few minutes going over the whole guitar with a magnifier to see if I could spot any flaws. NONE! Not a finger print on it anywhere! This guitar is extremely well made and put together right. It was in tune out the box and the action is smooth as butter. The neck is slim (which is good for my thick hands) and the jumbo frets have no burrs or other abnormalities. I put a quarter under the 10th. fret and its right on the &#34;money&#34;!Its considerably heaver than than I thought.  I would imagine it weighs about 10-14lbs. I have a strap ordered and on the way.The maple top is a work of art with a superior finish. All the metal hardware appears top quality as are the Duncan pickups. This Epiphone is a lot easier to play than any thing I ever had.  Your hand floats over the frets!I dont think you could get a better piece for the price point.,Epiphone LP-100 Les Paul Electric Guitar Vintage Sunburst,1380931200,10 5 2013,Best
A2JZTK0WGJCMGN,B0002CZUTM,SuperGlide,This is one awesome guitar!  I also purchased the Fender Mustang I Amp Epiphone custom case (fits like a glove) and Planet Waves Planet Lock Leather Guitar Strap (comfortable and very secure) which made for an UNBELIEVEABLE combination along with Rocksmith 2014.  I cannot imagine anyone being disappointed with this combination.  The only problem in my household is....who gets to play next.,Sweet Through and Through,1389139200,01 8 2014,Best
AMU3EIC4EOPX4,B0002CZUTM,Sweed,Waited two months before reviewing my les paul 100 to make sure there were no issues.  I am very happy with the guitar.  It came well padded and was in excellent shape.  It was set up well and has played well out of the box.  Just did my first string change making sure I used the same gauge of string and didnt have to make any adjustments to the guitar.  Played as well after the change as it did before.  Was a little nervous about an online purchase and not being able to play the guitar before buying but when you live out in the sticks and its a major trip to get to a real guitar store you sometimes take your chances.  Anyway it all worked out as the guitar is very easy to play free prime two day shipping no sales tax and saved about $80 in gas it would have taken to make a trip to buy one in a store.  The savings in gas and tax paid for about half of my new Mustang 2 v2 amplifier.The only thing is on the epiphone site it states all their electric guitars include a cable in the box.  This one did not and from reading their forum it seems it is almost a normal thing for cords to somehow disappear before reaching the customer.  It is not a big deal to me but I thought Id mention it for those thinking of buying a epiphone.  When I ordered this one I wasnt really sure if a cable would be included or not so I ordered one at the same time Im glad I did.,very happy with my les paul,1376870400,08 19 2013,Best
ATL0URQ0KUKGZ,B0002CZUUG,CRS71,First off the shipping was fantastic. It shipped the very next day and came VERY well protected in perfect condition. It is an extremely well made and solid product. I think a few people have given this Les Paul a rep of just being a Starter Guitar. Trust me when I say I have no problem leaving my Les Paul Standard at home and taking this one to a gig. It plays well and the sound?? INCREDIBLE. It even has a great acoustic sound to it when not plugged into an amp. I cant say enough good things about this guitar its that good. If youre thinking aout buying this guitar dont. Just buy it!! BUY IT!!,The best guitar I have ever owned!!,1339113600,06 8 2012,Best
A3DIN9E5QQZ6VT,B0002CZUUG,Dakotah Jennings,Itd been about 6 years since Ive had an electric guitar. I traded my old one off to pay a debt and just never returned. I decided recently after moving back to my home town that I was going to get back into playing electric guitar only this time I wanted it to be more than a &#34;hobby&#34;. I fully intend on doing local gigs for fun and some side cash and this guitar will EASILY deliver.It came in perfect condition. The action is set perfectly and I dont have any issues with buzzing strings. It comes with clear (black) control knobs which Ill likely replace with something a bit prettier. But overall this is a great guitar. It even sounds amazing it really does have that ballsy sound of a LP..... because well 0_o it IS a LP. Its no Gibson but it IS a LP!Very happy with this purchase!!!!,Epi Les Paul Special 2 = AWESOME,1397088000,04 10 2014,Best
A1LU9607CVAMIF,B0002CZUUG,Dan B.,Purchased primarily for Rocksmith and it works very well for that.  Still learning how to play but like the feel of this guitar.  Looks great and plays great.  Was packaged very well.  Only needed minor setup adjustments. I would recommend getting strap locks.,Nice for the money,1395360000,03 21 2014,Good
A15TYOEWBQYF0X,B0002CZUUG,David W Dave,I am editing my previous review on this little guitar after taking the time to properly set it up dial it in and play it for a while.  I edited yet again as someone didnt appreciate my gloating over other guitars I own.  Sorry to offend YOU.I made a knee jerk review (again) right after I got this.  But in all fairness I received my Gibson Les Paul on the same day buying IT from my local music store and professionally set up ready to go.  I was comparing apples and oranges so to speak.  But now even after comparing them to each other they really arent that far apart.The Gibson is the best guitar Ive ever owned and made my previous comparison based on it.  But this little baby is now my second favorite.My other review was NOT FAIR!!!!!!  I paid a lot more for the Gibson and 149 bucks for this Epiphone.  Dollar for dollar this little Ephiphone is a steal!!!!  WOW!!!I must honestly admit the edge goes to my Gibson but not by as much as youd think.  This little Epiphone is an outstanding guitar regardless of price.  If I were to play them each blindfolded I would never guess one was $149 guitar ever!  The tone of the Epiphone is much like the Gibson Les Paul.  Its easy to play comfortable and has a sweet sound.  I can either rock out with it or mellow out and play the blues or classic rock.To be honest I will probably play this Epiphone a LOT more than the Gibson.  After all if I ding this one up I havent broke the bank.  I think Ill tend to use this one a lot more than the other.I am very happy with this Epiphone Les Paul and will proudly play and OWN it.  I am amazed they can make this thing for the money they charge.  I may purchase another one and put it away as Im sure the price wont stay this low.  PLUS Ill get another one in a different color!!  You can never have too many guitars..  I am going to an a pickguard to this one.  The finish on it is outstanding and Id like to keep it that way.If I were thinking of learning to play the guitar this one is a no-brainer....BUY IT!!!If youre an established player looking for a really nice practice guitar Id buy this one is a heartbeat.  I was shocked at how sweet it sounds how good it looks how comfortable and light it is and how well it plays.  Sure it was way out of tune and required a few height adjustments but now it is FANTASTIC.New rule for me no writing reviews until I own the product for at least one week!!!!!,After a proper set-up 5 stars  Damn nice guitar,1390521600,01 24 2014,Best
A3MDQTWO6NOV1U,B0002CZUUG,jayjustin,this is a beautiful guitar...the finish is amazing...and the tone is very clear...if you cant afford several hundreds or thousand for a les paul...this is a fun and very good guitar for the money...has 6 stringsfrom e to e...and if you know the g chord you will have lots of fun...the volume control goes to 11 if you want to kick it up a notch...(only kidding),makes you sound like eric clapton...,1380931200,10 5 2013,Best
A3IVULXGE2PB43,B0002CZUUG,Jeffro,Epiphone LP Special II Les Paul Electric Guitar EbonyHello again. I have written a review on this guitar just after I purchased it and now its been over a year and I still stand by my positive review. I own about 8 guitars now and this guitar is one of two of my favorites. My other favorite is a Dean electric 12 string.  When I hold and play this Epiphone Les Paul special 2 guitar it feels and sounds like something I could take on stage but it doesnt have the cost associated with a Gibson. Whats also amazing is that its still around a $150. Its well worth the noney. It stays in tune and it high quality. Well worth the money. I just purchased an electric/acoustic Epiphone ukelele today for my Chiropractor. I will review that later. If you are looking for a Les Paul guitar this is not one. Not his typical style although Amazon does sell one for about $250 so dont let the name fool you. Its still a very nice guitar though. Very solid construction and a beautiful polished ebony finish and tuners. I highly recommend this guitar. Buy it!  Thank you.,Well-made plays well.,1370908800,06 11 2013,Best
A2MMH4O7EDNLCV,B0002CZUUG,jerkowitz,Ive been playing for over 40 years. I currently own 60 or so guitars. My problem with LPs is they feel like a boat anchor around your neck Ive bought and sold quite a few. Another problem with real LPs you only get one chance to drop one just see how many used ones have head-stock repairs. They ARE beautiful guitars but not comfy for me to play. I deal in used guitars picked up an Epi Special ll along with several other guitars at a resale shop for very cheap. I didnt mess with it until I was ready to set it up for resale. I fully expect to do a fret level on most guitars even a lot of higher end guitars need it. I found on the Special ll the frets were actually very well done (Chinese version from 2011) and only needed a slight leveling (would have played fine without it but I am very picky). It didnt take much to get it set up small truss rod adjustment new set of 10s for strings. little bit of adjustment to the bridge cut the nut a bit....note it played well the way I got it just like my stuff perfect. Got it set-up and plugged it in to check the electronics and thats when I started to really become impressed with this guitar. Cheap pickups are supposed to sound muddy with no character these sounded pretty good actually very good nice and bright with a nice tight bottom end. I check sound also by cranking up a backing track to stage level and playing a few tracks. It cut through really well. I noticed while doing this test that the volume had a very nice sweep to it and didnt lose any highs when turned down. The tone knob was also very usable with a good sweep very nice. I popped off the back cover to check what was in there full sized pots maybe not the best quality but much better than expected. I normally upgrade electronics on my personal guitars to get the controls to operate the way I like but no need to fix whats not broken. Yup I said on my personal guitars because I am keeping this one for myself. The neck is very fast and comfy its NOT a boat anchor so my shoulder will thank me. The tuners are the lower end trapezoid type but turn smoothly with no backlash and keep the guitar in tune fine once again if it aint broke dont fix it. Please note that most tuning problems are from a binding improperly cut nut. Ive set-up hundreds of guitars and almost all of them need nut work doesnt matter what price point you are at. This also has a bolt on neck. A lot of players say you have to have a set (glued) neck. I feel glue actually deadens the sound a bit I prefer a good solid bolt on to transfer sound IMO. I have found that the quality level of the low end foreign guitars has become very good. I know that corners have to be cut to get to the price point of these budget guitars but all in all the Special ll is good to go right out of the box with just a little tweaking. My advice is to go try one my taste may not be the same as yours. There are a lot of good value well made guitars now-a-days I just found at this price vs quality ratio the Epiphone Special ll really is special. Get one get it set up for a few bucks if you cant do it yourself and you will have a good instrument. Oh did I mention this is a very good looking guitar?,Good Value LP,1355011200,12 9 2012,Best
A278CZM7C2OO8A,B0002CZUUG,Jim Dandy,Good overall but pick ups are terrible - Might be better replacing the pickups but I wasnt willing to spend the extra money,Nice Guitar but sounds,1393286400,02 25 2014,Average
A2RIQKV4OOXME1,B0002CZUUG,jimrenfroe,I got this pretty fast. I took it out of the box and wanted nothing more than to give it 5 stars just for value alone. Im still shaking my head in disbelief that I got this guitar for the price. First the tuner issues that Ive been reading about. Replace the strings! I stretched and stretched these things and they would not stay in tune. A set of DAddario 10s cured that straight away (or whatever you prefer just change them). The tuners arent the best but they are not to blame its the cheap strings. Now technically if you only play open chords this was playable out of the box. The neck angle was so off the A string rattled no matter how high I set the bridge. The guitar would not intonate due to the ridiculous angle. Yes I could have sent it back but I suspect I would have gotten another just like it. I had to spend about 6 hours shimming the neck AND the nut (Never had to do this to the nut on an electric not even on a used guitar. The nut slot was cut too deep) as well as working on leveling nearly every fret to make it playable. It required 3 business cards to shim the neck which is the most Ive ever had to use. After I got that straight I removed a bit of paint from the neck and set it with wood glue in the pocket and on all the screws. In my opinion this helps a great deal with these and all bolt ons for that matter.If I bought this used none of this would have been a big deal. But as Im looking at this horrid neck angle and doing all this work Im steadily staring at the QC passed sticker. Must have been built on a Friday afternoon or something.--- NOW--after I did this it is sweet!!. I play through a Peavey Valveking 100 and it rocks as good as my Strat w/  Duncans and Dimarzios. The quality of the electronics is not sub par at all. After adjusting the pickups screws to match the string height and getting all the horrible wax off them  Id argue that this is as good as any Epi Ive ever played as far as pups and all so dont hesitate there because I dont really care for Epis and Im in love with it. (I bought this to sell mainly but now????)  The build quality; hmm if you can do guitar work go for it. Otherwise Id highly recommend a more expensive model. The $299 models are great right out of the box usually.,3 Stars Good value but it needed a lot of work,1395532800,03 23 2014,Average
A3MRBUCGH66JTY,B0002CZUUG,K. Andrews Permanent tourist,If you are considering this guitar I have to assume youre shopping for an electric guitar at the lower end not trying to decide between this and a Gibson Les Paul Custom.  It is in the category of beginner/intermediate guitars that I rate this a 5 star instrument.I really couldnt find anything wrong  with it.  Yes it has shortcomings as compared to the more expensive Epiphone Les Pauls such as having only two controls for volume and tone rather than four which also means it has a slightly different look that the famous Gibson.  But you werent planning to try to fool anyone were you?  Beginning players would be well advised to focus on developing their skills and honing technique rather than fussing around with tone controls anyway.The sound is good and I found the appearance and finish of mine to be just fine.  The pickups are surprisingly good.  The same electronics are found on some of the more expensive Epiphone Les Pauls.  It was no great surprise to find that the strings are no good although it would sure be nice if they didnt cut corners on such an inexpensive component that is also integral to sound quality.As for fit and finish reading the reviews has convinced me that there is a lot of variation in both and it is luck of the draw whether you get one that was made on a Monday after a long weekend of partying.  For several reasons if I had this to do over I would not buy it online (nor would I buy it from GC).  Better to inspect the actual guitar youll be buying and dont be shy about asking them bring out another one if you dont like the first one you see.I discovered too late that my local music shop would have sold me this guitar for about the same price but they would have included a full professional setup including string change.  You are likely to find a similar deal where you live because the smaller shops are having to do more and more to compete with the Internet and GC.As it is I took my guitar to the local shop and paid for a setup.  It had some intonation problem the action was too high and as others have commented the strings on this guitar need to be changed immediately.  I asked the luthier his opinion of the tuners as Id read a lot of people trashing the tuners.  Bearing in mind that he had a financial incentive to steer me toward replacing them he instead assured me that they were fairly decent and advised against changing them unless a problem develops.Out of the box I was a little unsure of my purchase.  However now that its been fully set up  and new strings installed I am quite pleased with this guitar.  I dont believe you will find a better guitar or even close at this price level.I did a lot of shopping and considered guitars up to $500 for my first foray into electric.  I was tempted to go with something more expensive on the theory that in a couple years Ill want to upgrade anyway.  Now Im glad I chose this one.  For one thing this is a guitar Ill always enjoy having around.  There is nothing cheap or toy-like about it.  In 2-3 years my tastes may change.  I may want something completely different down the road and now I still have that option.  Had I gone with a more expensive model Id feel locked in.  No good!BOTTOM LINE:  If youre shopping for a guitar in this price range I think youll be pleased with this guitar.  Buy it locally so you can see the exact guitar youre buying and negotiate to have a setup included because it will almost certainly need one.  Have it set up right install some quality strings and youll be very happy with the Epiphone LP Special II.,Nice guitar and a great value,1334793600,04 19 2012,Best
A2EDYSY4M8TESS,B0002CZUUG,kbgulfcoast,I got one of these a while back and being like I am with guitars took it apart to see just what its made of.Mahogany ply maybe or capped with real but its plywood body inside.Kinda shocked in competitive guitar market that epi would go there...Otherwise decent build basic original lp design bolt on surprisingly good electronics w/ full size pots and open back 3 way toggle good neck but bad tuners.... Note: any 45% mount tuners meaning mount hole at 8 and 4 oclock position respectively... Will fit with the bottom hole of the 2 screw junk tuners mine had.  So add 10$ to get more than 30 minute in tune play here.And you can fill the other little holes with nail polish like it was made right to begin with.I like the style and though theres plywood involved still good fit and finish though many disagree it makes no real difference what electric guitar body woods are only in looks.  Electric guitars dont resonate thats why pickups are important.I dont like the idea of this as beginners choice for the simple fact of cheap tuning keys.You lose interest learning on something that cant hold good tuning.  So that bugs me that big player choice like epi would do that.Its likely theyll keep this style but revise it some... to be hardwood body and real tuners as I  think the price point demands it.  Otherwise a decent piece good wiring decent pickups... But...,Not mahogany....,1379030400,09 13 2013,Average
A1GUHIMGFE362L,B0002CZUUG,Kev,Pretty sweet guitar for the price. Sounds like and plays like a Les Paul. I really like the vintage sunburst color (Its more orange than what the picture shows). The strings were setup on the nut close to the fret board the way I like it already when I got it. I just replaced the strings with heavier strings for personal preference. Overall sounds and looks awesome! Would recommend it for anyone on a budget that wants the sound of a Les Paul.,Freakin Sick!!,1393804800,03 3 2014,Best
